price,source,sex,state,age
139,store,male,AL,17
149,store,male,AL,17
119,store,male,AL,17
119,store,male,AL,17
119,store,male,AL,17
119,store,male,AL,17
129,store,male,AL,17
159,store,female,IA,24
139,store,female,AL,19
139,store,female,AL,19
119,store,female,AL,19
129,store,female,AL,19
129,store,female,AL,19
139,store,female,AL,19
139,store,female,AL,19
129,store,female,AL,19
129,store,female,AL,19
129,online,male,HI,21
119,online,male,HI,21
119,online,male,HI,21
139,store,female,FL,25
139,store,female,FL,25
139,store,female,FL,25
129,store,female,FL,25
119,store,female,FL,25
149,store,female,FL,25
129,online,male,AL,16
119,online,male,AL,16
119,online,male,AL,16
149,online,male,AL,16
139,online,male,AL,16
149,online,male,AL,16
149,online,female,AL,21
129,online,female,AL,21
129,online,female,AL,21
139,online,female,AL,21
139,online,female,AL,21
119,store,female,AL,26
109,store,female,AL,26
129,store,male,CA,17
149,store,male,CA,17
149,store,male,CA,17
119,online,male,FL,42
139,online,male,FL,42
139,online,male,FL,42
149,online,male,FL,42
139,online,male,FL,42
119,online,male,CA,19
129,online,male,CA,19
139,online,male,CA,19
139,online,male,CA,19
139,online,male,CA,19
139,online,male,CA,19
149,store,female,IA,15
119,store,female,IA,15
139,store,female,IA,15
129,store,male,CA,22
129,store,male,CA,22
119,store,male,CA,22
129,store,male,CA,22
129,store,female,AL,15
129,store,female,AL,15
149,store,male,CA,25
119,store,male,CA,25
139,store,male,CA,25
149,store,female,AL,16
119,store,female,AL,24
129,store,female,AL,24
119,store,female,AL,24
119,store,female,AL,24
159,store,female,AL,24
129,store,female,AL,24
129,online,female,CA,37
159,online,female,CA,37
109,online,female,CA,37
129,online,female,CA,37
129,online,female,CA,37
139,online,female,CA,37
139,online,female,CA,37
129,online,female,CA,37
139,online,female,AL,16
139,online,female,AL,16
119,online,female,AL,16
129,online,female,AL,16
129,online,female,AL,16
139,online,female,CA,20
149,online,female,CA,20
129,online,female,CA,20
139,online,female,CA,20
129,online,female,CA,20
119,online,female,CA,20
129,online,female,CA,20
139,online,female,CA,20
149,online,female,CA,20
119,online,female,CA,20
139,online,female,CA,20
129,online,female,CA,20
139,online,female,CA,20
129,online,female,CA,20
149,online,female,CA,20
139,online,female,AL,23
129,online,female,CA,18
129,online,female,CA,18
119,online,female,CA,18
149,online,female,CA,18
129,online,female,CA,18
129,online,female,CA,18
129,online,female,CA,18
109,online,male,IA,26
129,online,male,IA,26
139,online,male,IA,26
159,online,male,IA,26
129,online,female,AL,35
149,online,female,AL,35
129,online,female,AL,35
139,online,female,AL,35
139,online,female,AL,35
129,store,male,CA,17
149,store,male,CA,17
149,store,male,CA,17
129,store,male,CA,17
149,store,male,CA,17
149,store,male,CA,17
129,store,male,CA,17
119,store,female,IA,16
149,store,female,IA,16
129,store,male,CA,30
139,store,female,AL,27
119,store,female,AL,27
119,online,female,CA,23
119,online,female,CA,23
119,online,female,CA,23
119,online,female,CA,23
149,online,female,CA,23
129,online,female,CA,23
119,online,female,CA,23
159,store,female,AL,15
149,online,female,WA,15
139,online,female,WA,15
149,online,male,AL,17
139,online,male,AL,17
139,online,male,AL,17
139,online,male,AL,17
129,online,male,AL,17
119,online,male,AL,17
129,online,male,AL,17
139,store,female,AL,25
119,store,female,AL,25
139,store,female,AL,25
149,store,female,AL,25
139,store,female,AL,25
149,store,female,AL,25
119,store,male,AL,18
119,store,male,AL,18
119,store,male,AL,18
129,store,male,AL,18
149,store,male,AL,18
129,store,male,AL,18
159,online,female,WA,15
119,online,female,WA,15
119,online,female,WA,15
139,online,female,WA,15
139,online,female,IA,15
139,online,female,IA,15
149,online,female,IA,15
129,online,female,IA,15
139,online,female,IA,15
129,online,female,IA,15
149,online,female,IA,15
119,online,female,IA,15
119,online,female,IA,15
139,online,female,IA,15
129,online,female,IA,15
119,online,female,IA,15
139,online,female,IA,15
129,store,male,HI,26
149,store,male,HI,26
129,store,male,HI,26
149,store,male,HI,26
139,online,male,CA,31
119,online,male,CA,31
129,store,male,WA,15
119,online,female,CA,34
149,store,female,CA,31
139,store,female,CA,31
119,store,female,CA,31
129,store,female,CA,31
109,store,female,CA,31
129,store,female,CA,31
129,store,female,CA,31
119,store,female,CA,19
119,store,female,CA,19
139,store,female,CA,19
149,store,female,CA,19
119,store,female,CA,19
109,store,female,CA,19
139,online,female,AL,17
149,online,female,AL,17
109,store,female,FL,25
139,store,female,FL,25
159,store,female,AL,47
149,store,female,AL,47
139,store,female,AL,47
119,online,female,CA,27
129,online,female,CA,27
129,store,male,FL,37
129,store,male,FL,37
149,store,male,FL,37
149,store,male,FL,37
139,store,male,FL,37
139,store,male,FL,37
139,store,male,FL,37
139,store,male,FL,37
149,store,male,FL,37
149,store,male,FL,37
139,store,male,FL,37
109,store,male,FL,37
119,online,male,WA,57
119,online,male,WA,57
149,online,male,WA,57
119,online,male,WA,57
149,online,male,WA,57
129,online,female,CA,22
159,online,female,CA,22
139,online,female,CA,22
149,online,female,CA,22
139,online,female,CA,22
149,online,female,CA,22
129,store,male,CA,23
129,store,male,CA,23
119,store,male,CA,23
109,store,male,CA,23
139,store,female,HI,18
139,store,female,HI,18
149,store,female,HI,18
139,store,female,HI,18
149,online,female,HI,23
109,online,female,HI,23
149,online,female,HI,23
129,online,female,HI,23
139,online,female,FL,22
139,online,female,FL,22
129,online,female,FL,22
129,online,female,FL,22
119,online,female,HI,16
129,online,female,HI,16
129,online,female,HI,16
129,online,female,HI,16
119,online,female,HI,16
129,online,female,HI,16
149,online,female,HI,16
119,store,female,CA,21
149,store,female,CA,21
149,store,female,CA,21
119,store,female,CA,21
129,store,female,CA,21
159,store,female,CA,21
139,store,female,CA,21
129,store,female,CA,21
139,store,female,CA,21
139,store,female,CA,21
129,online,female,CA,27
109,online,female,CA,27
149,online,female,CA,27
139,online,female,CA,27
149,online,female,CA,27
149,online,female,CA,27
149,store,female,AL,42
109,online,male,AL,18
139,online,male,AL,18
139,online,male,AL,18
139,store,male,HI,49
129,store,male,HI,49
149,store,male,HI,49
129,online,male,HI,16
159,online,male,HI,16
119,online,male,HI,16
129,store,male,AL,15
139,store,male,AL,15
139,store,male,AL,15
129,store,male,AL,15
139,store,male,AL,15
119,store,male,AL,15
149,store,male,AL,15
109,store,female,AL,20
139,store,female,AL,20
139,store,female,AL,20
149,store,female,AL,20
119,store,female,AL,20
129,store,female,AL,20
109,store,female,AL,20
129,store,female,AL,20
129,store,female,AL,20
139,store,female,AL,20
119,store,female,AL,20
149,online,female,CA,18
119,online,female,CA,18
149,online,female,CA,18
119,online,female,CA,18
159,online,female,CA,18
119,online,female,CA,18
139,online,female,CA,18
129,online,female,CA,18
149,online,female,CA,18
149,online,female,CA,18
129,store,female,IA,16
149,store,female,IA,16
139,store,female,IA,16
129,store,female,IA,16
129,store,female,IA,16
129,online,female,AL,20
149,online,female,AL,20
129,online,female,AL,20
119,online,female,AL,20
139,online,female,AL,20
159,online,female,AL,26
139,online,female,AL,26
139,online,female,AL,26
139,online,female,AL,26
149,online,female,AL,26
119,online,female,AL,26
119,online,male,AL,22
119,online,male,AL,22
139,store,female,HI,52
149,store,female,HI,52
119,store,female,HI,52
119,store,female,HI,52
139,store,female,HI,52
149,store,female,HI,52
139,store,female,HI,52
139,store,female,CA,25
129,store,female,CA,25
149,store,female,CA,25
119,store,female,CA,25
109,online,female,FL,24
129,online,female,FL,24
149,online,female,FL,24
139,store,female,CA,39
129,store,female,CA,39
149,store,female,CA,39
159,store,female,CA,39
139,store,female,CA,39
149,store,male,AL,31
109,store,male,AL,31
129,store,male,AL,31
129,store,male,AL,31
139,store,male,AL,31
119,store,female,WA,27
119,online,female,AL,35
159,store,male,CA,22
139,store,male,CA,22
149,store,male,CA,22
109,store,male,CA,22
129,online,female,HI,19
139,online,female,HI,19
149,online,female,HI,19
129,online,female,HI,19
119,online,female,HI,19
149,online,female,HI,19
129,online,male,AL,59
149,online,male,AL,59
159,online,male,AL,59
149,online,male,AL,59
129,store,female,AL,32
149,store,female,AL,32
119,store,female,AL,32
159,store,female,AL,32
149,store,female,AL,32
139,online,male,AL,21
119,online,male,AL,21
159,online,male,AL,21
139,online,male,AL,21
149,store,female,CA,31
149,store,female,CA,31
149,store,female,CA,31
129,store,female,CA,31
119,store,female,CA,31
129,store,female,CA,31
149,online,male,CA,23
149,online,male,CA,23
109,online,male,CA,23
109,online,male,CA,23
139,online,male,CA,23
139,online,male,CA,23
119,online,male,CA,23
139,online,male,CA,23
149,online,male,CA,23
119,online,male,CA,23
129,online,female,CA,46
139,online,female,CA,46
129,online,female,CA,46
139,online,female,CA,46
129,online,female,CA,46
139,store,male,HI,36
119,store,male,HI,36
109,store,male,AL,29
119,store,male,AL,29
139,store,male,AL,29
139,store,female,FL,25
129,store,female,FL,25
149,store,female,FL,25
119,store,female,FL,23
149,store,female,FL,17
119,store,female,FL,17
139,store,female,FL,17
129,store,female,FL,17
159,store,female,FL,17
149,store,female,FL,17
129,store,female,FL,17
129,store,female,FL,17
139,store,female,FL,17
129,store,female,FL,17
119,store,female,FL,17
139,store,female,FL,17
139,store,female,FL,17
129,store,female,FL,17
129,store,female,AL,30
139,store,female,CA,32
129,store,male,CA,17
149,store,male,CA,17
119,store,male,CA,17
159,store,female,CA,19
139,store,female,CA,19
139,store,female,AL,17
129,store,female,AL,17
139,store,female,AL,17
119,online,male,HI,19
129,online,male,HI,19
139,store,female,CA,22
139,store,female,CA,22
129,store,female,AL,20
139,store,female,AL,20
159,store,female,AL,20
109,store,female,AL,20
149,store,female,AL,20
119,store,male,AL,35
129,store,male,AL,35
129,online,female,AL,25
139,online,female,AL,25
149,online,female,AL,25
159,store,male,AL,15
119,store,male,AL,15
119,store,male,AL,15
149,online,male,CA,16
109,online,male,CA,16
129,online,male,CA,16
149,store,male,IA,32
149,store,male,IA,32
139,store,male,IA,32
109,store,male,IA,32
129,store,male,IA,32
149,store,female,AL,17
149,store,female,AL,17
129,store,female,AL,17
119,store,female,AL,17
109,store,female,AL,17
149,store,female,WA,18
119,store,female,WA,18
119,store,female,WA,18
149,store,female,WA,18
129,store,male,IA,21
129,store,male,IA,21
129,store,male,IA,21
139,store,female,CA,18
129,store,female,CA,18
149,store,female,CA,18
139,store,female,CA,18
129,store,female,CA,18
139,online,female,AL,59
149,online,female,AL,59
129,online,female,AL,59
149,online,female,AL,59
129,online,male,HI,17
129,online,male,HI,17
159,online,male,HI,17
119,store,female,AL,22
129,store,female,AL,22
119,store,female,AL,22
159,store,female,AL,22
159,store,female,AL,22
139,store,female,AL,22
129,store,female,AL,22
119,store,female,AL,22
139,store,female,AL,22
109,store,female,AL,22
129,store,female,AL,26
129,store,female,AL,26
119,store,female,AL,26
149,store,female,AL,26
129,store,female,AL,26
129,store,female,AL,26
129,store,female,AL,26
139,store,female,AL,26
139,store,male,AL,47
139,store,male,AL,47
159,store,male,AL,47
119,store,male,AL,47
149,store,male,AL,47
149,store,male,AL,47
149,store,male,AL,47
129,store,male,AL,47
119,store,female,CA,19
159,store,female,CA,19
119,store,female,CA,19
149,store,female,CA,19
129,store,female,AL,19
149,store,female,AL,19
139,store,female,AL,19
139,store,male,AL,19
149,store,male,AL,19
129,store,male,AL,19
149,store,male,AL,19
129,store,male,AL,19
119,store,male,AL,19
129,store,male,AL,19
129,store,male,AL,19
129,store,male,AL,19
119,store,female,AL,18
119,store,female,AL,18
139,store,female,AL,18
119,store,female,AL,18
109,store,female,AL,18
119,store,female,AL,18
119,store,female,AL,19
119,store,female,AL,19
149,online,male,AL,28
129,online,male,AL,28
119,online,male,AL,28
139,online,male,AL,28
149,online,male,AL,28
129,store,female,AL,18
149,online,female,AL,21
109,online,female,AL,21
139,online,male,CA,17
129,online,male,CA,17
149,online,male,CA,17
119,online,female,AL,18
119,online,female,AL,18
129,store,female,HI,16
149,store,female,FL,36
139,online,female,HI,22
119,online,female,HI,22
119,online,female,HI,22
119,online,female,HI,22
149,online,female,HI,22
139,store,male,HI,16
139,store,male,HI,16
139,store,male,HI,16
139,store,male,HI,16
129,store,male,HI,16
119,store,male,HI,16
139,store,male,HI,16
119,store,male,HI,16
129,store,male,HI,16
159,store,male,HI,16
149,store,male,HI,16
149,store,male,HI,16
149,store,male,HI,16
139,store,male,HI,16
149,online,male,CA,16
109,online,male,CA,16
119,online,male,CA,16
149,online,male,CA,16
109,online,male,CA,16
149,online,male,CA,16
119,online,male,CA,16
149,online,female,HI,31
129,online,female,HI,31
139,store,male,AL,30
149,store,male,AL,30
149,store,male,AL,30
139,store,male,AL,30
129,store,male,AL,30
139,store,male,AL,30
109,store,male,AL,30
159,store,male,AL,36
149,store,male,CA,20
129,store,male,CA,20
139,store,male,CA,20
119,store,male,CA,20
139,store,male,CA,20
129,store,male,CA,26
149,store,male,CA,26
139,store,male,CA,26
149,store,male,CA,26
159,store,male,AL,51
149,store,male,AL,51
139,store,male,AL,51
149,store,male,AL,51
129,store,male,AL,51
139,store,male,AL,51
139,store,male,AL,51
149,store,male,AL,51
129,store,male,AL,51
129,store,male,AL,51
139,store,male,AL,51
119,store,male,AL,51
119,store,male,AL,51
129,store,male,AL,51
139,store,male,AL,51
109,store,female,WA,16
119,store,female,WA,16
139,store,female,WA,16
129,store,female,WA,16
129,online,male,AL,22
129,online,male,AL,22
139,online,male,IA,51
129,store,male,IA,55
149,store,male,IA,55
129,store,male,IA,55
139,store,female,CA,23
129,store,female,CA,23
129,store,female,CA,23
129,store,female,CA,23
149,store,female,CA,23
139,store,female,CA,23
139,store,female,CA,23
129,store,female,CA,23
149,store,female,HI,17
129,store,female,HI,17
139,store,female,HI,17
149,store,male,HI,15
129,store,male,HI,15
139,store,female,HI,20
149,store,female,HI,20
109,store,female,HI,20
159,store,female,HI,20
129,store,female,HI,20
139,store,female,HI,20
119,store,female,HI,20
119,store,female,HI,20
119,store,female,HI,20
149,store,female,HI,20
119,store,female,AL,24
119,store,female,AL,24
139,store,male,FL,17
129,store,male,FL,17
129,store,male,FL,17
149,store,male,FL,17
139,store,male,FL,17
149,store,male,FL,17
119,store,male,FL,17
129,store,male,FL,17
139,store,male,FL,17
119,store,male,FL,17
149,store,male,FL,17
119,store,male,FL,17
129,store,male,FL,17
119,store,male,FL,17
129,store,male,FL,17
119,store,male,FL,17
129,store,male,FL,17
139,store,male,FL,17
109,store,male,FL,17
139,online,female,CA,18
149,online,female,CA,18
139,online,female,CA,18
129,online,male,CA,15
139,online,male,CA,15
129,online,male,CA,15
149,online,male,CA,15
109,online,male,CA,15
159,online,female,AL,20
149,online,female,AL,20
139,online,female,AL,20
139,online,female,AL,20
119,online,female,AL,20
119,online,male,AL,53
149,online,male,AL,53
149,store,female,AL,19
139,store,female,AL,19
149,store,female,AL,19
119,store,female,AL,28
139,store,female,AL,28
129,store,female,AL,28
129,online,female,WA,16
129,online,female,WA,16
129,online,male,AL,55
139,online,female,WA,15
119,online,female,WA,15
139,online,female,WA,15
139,online,female,WA,15
119,online,female,WA,15
129,online,female,CA,33
139,online,female,CA,33
149,online,female,CA,33
139,online,female,CA,33
129,online,female,CA,33
119,online,female,CA,33
129,online,female,CA,33
129,online,female,CA,33
139,store,female,AL,21
149,store,female,AL,21
139,store,female,AL,21
139,store,female,AL,21
129,store,female,HI,17
159,store,female,HI,17
129,online,female,AL,17
119,store,female,CA,22
139,store,female,CA,22
149,store,female,CA,22
149,store,female,CA,22
129,store,female,CA,22
119,online,female,AL,19
139,online,female,AL,19
109,online,female,AL,19
149,online,female,AL,19
129,online,female,AL,19
139,online,female,AL,19
149,online,female,AL,19
149,online,female,AL,19
159,online,female,AL,19
119,online,female,AL,19
129,online,female,AL,19
129,store,female,AL,26
119,store,female,AL,26
149,store,female,AL,26
139,store,female,AL,26
119,store,female,AL,26
129,online,female,FL,23
139,online,female,FL,23
129,store,female,FL,17
119,store,female,FL,17
139,store,female,AL,22
149,store,female,AL,22
149,store,female,AL,22
129,store,female,AL,22
129,store,female,AL,22
129,store,female,AL,22
129,store,female,AL,22
139,store,female,AL,22
149,store,female,AL,22
119,store,female,CA,18
139,store,male,CA,19
129,store,male,CA,40
139,store,male,CA,40
159,store,male,CA,40
139,store,male,CA,40
149,store,male,CA,40
139,store,male,CA,40
139,store,male,CA,40
139,store,male,CA,40
139,store,male,CA,40
139,store,male,CA,40
139,store,male,CA,40
119,store,female,CA,16
139,online,female,CA,24
139,online,male,CA,37
119,online,male,CA,37
129,online,male,CA,37
119,online,female,AL,16
119,online,female,AL,16
129,online,female,AL,16
149,store,female,FL,23
139,online,female,CA,31
129,online,female,CA,31
119,online,female,CA,31
119,online,female,CA,31
129,online,female,CA,31
129,online,female,CA,31
129,online,female,CA,31
129,store,male,CA,28
119,store,male,CA,28
129,store,male,CA,28
119,store,male,CA,28
129,store,male,CA,28
129,store,male,CA,28
139,store,male,CA,28
129,store,male,CA,28
119,store,male,CA,28
